#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 10 06 00  79  7.1  8.8  3.18 16.00  7.65 999 1018.3 999.0  25.3 999.0 99.0 99.00
2008 01 10 07 00  73  7.0  8.8  3.41 14.81  8.51 999 1019.0 999.0  25.3 999.0 99.0 99.00
2008 01 10 08 00  79  6.4  8.0  3.10 16.00  7.90 999 1019.3 999.0  25.3 999.0 99.0 99.00
2008 01 10 09 00  80  6.8  8.5  3.22 14.81  8.07 999 1018.8 999.0  25.3 999.0 99.0 99.00
2008 01 10 10 00  83  6.6  8.0  3.37 16.00  8.85 999 1018.6 999.0  25.3 999.0 99.0 99.00
2008 01 10 11 00  87  6.1  7.5  3.46 16.00  8.62 999 1018.4 999.0  25.3 999.0 99.0 99.00
2008 01 10 12 00 107  6.7  8.9  3.63 16.00  9.34 999 1017.8 999.0  25.3 999.0 99.0 99.00
2008 01 10 13 00 112  6.9  9.4  3.77 16.00  9.35 999 1017.1 999.0  25.3 999.0 99.0 99.00
2008 01 10 14 00 112  7.0  9.0  3.81 16.00  9.06 999 1016.4 999.0  25.3 999.0 99.0 99.00
2008 01 10 15 00 111  5.0  6.6  3.63 14.81  8.81 999 1017.0 999.0  25.3 999.0 99.0 99.00
2008 01 10 16 00 111  6.1  8.6  3.60 16.00  9.09 999 1016.9 999.0  25.3 999.0 99.0 99.00
2008 01 10 17 00 111  5.8  7.4  3.44 10.81  8.39 999 1017.1 999.0  25.3 999.0 99.0 99.00
2008 01 10 18 00 115  5.7  7.3  3.30 14.81  8.24 999 1017.6 999.0  25.3 999.0 99.0 99.00
2008 01 10 19 00 104  5.4  7.4  3.59 14.81  8.91 999 1018.1 999.0  25.4 999.0 99.0 99.00
2008 01 10 20 00 101  6.0  8.2  3.52 14.81  8.85 999 1018.4 999.0  25.4 999.0 99.0 99.00
2008 01 10 21 00 105  6.6  8.3  3.62 16.00  9.03 999 1018.3 999.0  25.4 999.0 99.0 99.00
2008 01 10 22 00 102  6.4  8.7  3.51 14.81  8.70 999 1017.8 999.0  25.4 999.0 99.0 99.00
2008 01 10 23 00 109  6.6  8.2  4.22 14.81  9.59 999 1016.7 999.0  25.4 999.0 99.0 99.00
2008 01 11 00 00 113  6.9  8.7  3.77 14.81  9.07 999 1015.5 999.0  25.4 999.0 99.0 99.00
2008 01 11 01 00  99  7.2  9.6  3.82 14.81  9.10 999 1014.7 999.0  25.4 999.0 99.0 99.00
2008 01 11 02 00  94  7.0  9.4  3.66 14.81  8.49 999 1014.4 999.0  25.4 999.0 99.0 99.00
2008 01 11 03 00  67  6.7  8.4  3.81 14.81  8.68 999 1014.5 999.0  25.4 999.0 99.0 99.00
2008 01 11 04 00  83  6.5  8.4  4.12 13.79  9.37 999 1014.7 999.0  25.3 999.0 99.0 99.00
2008 01 11 05 00 110  7.6  9.4  3.42 10.81  8.14 999 1014.8 999.0  25.1 999.0 99.0 99.00
2008 01 11 06 00 108  7.1  8.7  3.39 13.79  8.49 999 1015.5 999.0  25.1 999.0 99.0 99.00
2008 01 11 07 00 104  7.0  8.4  3.38 13.79  8.01 999 1015.6 999.0  25.1 999.0 99.0 99.00
2008 01 11 08 00 103  6.7  9.1  3.66 14.81  8.51 999 1015.9 999.0  25.1 999.0 99.0 99.00
2008 01 11 09 00 112  6.7  9.1  3.36 14.81  8.19 999 1016.0 999.0  25.1 999.0 99.0 99.00
2008 01 11 10 00  98  6.3  8.4  3.75 13.79  8.30 999 1015.7 999.0  25.2 999.0 99.0 99.00
2008 01 11 11 00  81  4.8  6.3  3.54 14.81  8.34 999 1015.5 999.0  25.2 999.0 99.0 99.00
2008 01 11 12 00  89  7.6  9.2  3.20 13.79  7.62 999 1015.0 999.0  25.2 999.0 99.0 99.00
2008 01 11 13 00  93  6.6  8.6  3.69 13.79  7.95 999 1014.8 999.0  25.2 999.0 99.0 99.00
2008 01 11 14 00  83  6.2  7.6  3.59 13.79  8.11 999 1014.3 999.0  25.2 999.0 99.0 99.00
2008 01 11 15 00  79  5.7  7.0  3.59 10.00  7.97 999 1014.2 999.0  25.2 999.0 99.0 99.00
2008 01 11 16 00  85  6.9  9.3  3.65 13.79  8.09 999 1014.1 999.0  25.2 999.0 99.0 99.00
2008 01 11 17 00  81  6.1  7.5  3.46 10.81  7.70 999 1014.7 999.0  25.2 999.0 99.0 99.00
2008 01 11 18 00  80  5.9  7.3  3.52 10.81  7.88 999 1014.9 999.0  25.2 999.0 99.0 99.00
2008 01 11 19 00  85  5.5  7.0  3.46 13.79  8.12 999 1015.6 999.0  25.3 999.0 99.0 99.00
2008 01 11 20 00  90  4.8  6.1  2.75 12.90  7.20 999 1016.2 999.0  25.3 999.0 99.0 99.00
2008 01 11 21 00  79  4.0  5.4  3.18 10.81  7.99 999 1016.2 999.0  25.4 999.0 99.0 99.00
2008 01 11 22 00  74  3.4  4.3  2.91 12.12  7.90 999 1015.9 999.0  25.4 999.0 99.0 99.00
2008 01 11 23 00  44  2.3  3.5  3.28 12.90  8.54 999 1015.0 999.0  25.5 999.0 99.0 99.00
2008 01 12 00 00  59  2.5  3.5  2.90 12.90  8.25 999 1014.1 999.0  25.6 999.0 99.0 99.00
2008 01 12 01 00  54  2.7  4.1  3.04 10.00  8.28 999 1013.6 999.0  25.7 999.0 99.0 99.00
2008 01 12 02 00  72  2.3  3.6  2.78 10.00  8.25 999 1013.7 999.0  25.7 999.0 99.0 99.00
2008 01 12 03 00  62  2.9  4.0  2.80 12.90  8.35 999 1013.8 999.0  25.7 999.0 99.0 99.00
2008 01 12 04 00  61  3.7  4.7  2.88 12.12  8.31 999 1014.1 999.0  25.7 999.0 99.0 99.00
2008 01 12 05 00  49  4.2  5.4  2.95 12.12  8.50 999 1014.4 999.0  25.6 999.0 99.0 99.00
2008 01 12 06 00  67  4.4  5.4  2.89 12.90  8.17 999 1015.0 999.0  25.6 999.0 99.0 99.00
2008 01 12 07 00  70  4.6  6.2  2.69 12.12  8.08 999 1015.4 999.0  25.6 999.0 99.0 99.00
2008 01 12 08 00  84  5.0  6.4  3.04 12.12  8.40 999 1015.4 999.0  25.5 999.0 99.0 99.00
2008 01 12 09 00  80  4.7  5.6  3.20 11.43  8.65 999 1015.6 999.0  25.5 999.0 99.0 99.00
2008 01 12 10 00  69  4.1  5.5  3.20 12.90  8.37 999 1015.3 999.0  25.5 999.0 99.0 99.00
2008 01 12 11 00  72  4.8  6.4  2.74 12.90  8.11 999 1015.1 999.0  25.5 999.0 99.0 99.00
2008 01 12 12 00  75  4.2  5.2  3.00 10.00  8.00 999 1014.8 999.0  25.5 999.0 99.0 99.00
2008 01 12 13 00  65  3.9  5.1  2.98 12.12  8.38 999 1014.0 999.0  25.5 999.0 99.0 99.00
2008 01 12 14 00  70  3.2  4.5  2.92 12.12  8.17 999 1013.8 999.0  25.5 999.0 99.0 99.00
2008 01 12 15 00  63  4.3  5.6  3.23 12.90  8.73 999 1013.6 999.0  25.5 999.0 99.0 99.00
2008 01 12 16 00  56  4.6  5.9  2.81 11.43  8.14 999 1014.1 999.0  25.5 999.0 99.0 99.00
2008 01 12 17 00  72  4.3  5.5  2.93 12.12  8.23 999 1014.5 999.0  25.5 999.0 99.0 99.00
2008 01 12 18 00  66  4.3  5.5  2.95 11.43  7.89 999 1015.1 999.0  25.5 999.0 99.0 99.00
2008 01 12 19 00  52  4.7  5.8  2.93 12.90  7.78 999 1015.8 999.0  25.5 999.0 99.0 99.00
2008 01 12 20 00  67  4.0  5.2  2.81 10.00  7.64 999 1016.3 999.0  25.5 999.0 99.0 99.00
2008 01 12 21 00  63  4.0  5.0  2.82 12.12  7.93 999 1016.4 999.0  25.5 999.0 99.0 99.00
2008 01 12 22 00  55  4.0  4.9  2.65 10.00  7.59 999 1016.0 999.0  25.5 999.0 99.0 99.00
2008 01 12 23 00  48  3.5  4.9  2.67 10.81  7.76 999 1015.3 999.0  25.6 999.0 99.0 99.00
2008 01 13 00 00  47  3.8  4.7  2.56 12.12  7.64 999 1014.4 999.0  25.7 999.0 99.0 99.00
2008 01 13 01 00  46  3.7  4.5  2.76 12.12  8.16 999 1014.1 999.0  25.7 999.0 99.0 99.00
2008 01 13 02 00  59  3.7  5.1  2.56 12.12  7.90 999 1014.1 999.0  25.6 999.0 99.0 99.00
2008 01 13 03 00  38  5.4  6.5  2.38 12.12  7.74 999 1014.3 999.0  25.6 999.0 99.0 99.00
2008 01 13 04 00  34  5.7  7.2  2.56 11.43  7.74 999 1014.8 999.0  25.5 999.0 99.0 99.00
2008 01 13 05 00  40  6.6  8.1  2.53 11.43  7.60 999 1015.1 999.0  25.4 999.0 99.0 99.00
2008 01 13 06 00  32  7.2  8.6  2.40 11.43  7.09 999 1015.8 999.0  25.4 999.0 99.0 99.00
2008 01 13 07 00  42  6.7  8.6  2.61 10.81  7.38 999 1016.4 999.0  25.4 999.0 99.0 99.00
2008 01 13 08 00  40  7.4  9.0  2.47 11.43  6.83 999 1016.8 999.0  25.4 999.0 99.0 99.00
2008 01 13 09 00  32  8.3 10.0  2.57 10.81  7.06 999 1016.8 999.0  25.3 999.0 99.0 99.00
2008 01 13 10 00  32  8.5 11.0  2.42 12.12  6.49 999 1016.4 999.0  25.4 999.0 99.0 99.00
2008 01 13 11 00  35  9.1 10.9  2.57 10.81  6.64 999 1016.2 999.0  25.4 999.0 99.0 99.00
2008 01 13 12 00  36  8.7 11.1  2.65 10.00  6.48 999 1016.0 999.0  25.2 999.0 99.0 99.00
2008 01 13 13 00  43  9.7 11.6  2.36 12.12  6.10 999 1015.4 999.0  25.3 999.0 99.0 99.00
2008 01 13 14 00  52  8.1  9.7  2.92 19.05  7.14 999 1015.2 999.0  25.3 999.0 99.0 99.00
2008 01 13 15 00  35  9.6 11.4  2.99 19.05  7.13 999 1015.3 999.0  25.4 999.0 99.0 99.00
2008 01 13 16 00  47  9.8 12.1  3.44 19.05  7.76 999 1015.7 999.0  25.4 999.0 99.0 99.00
2008 01 13 17 00  42  9.3 10.9  3.93 19.05  8.65 999 1016.2 999.0  25.4 999.0 99.0 99.00
2008 01 13 18 00  38  9.3 10.9  4.32 19.05  9.14 999 1016.8 999.0  25.4 999.0 99.0 99.00
2008 01 13 19 00  44  8.8 11.1  3.73 19.05  7.99 999 1017.6 999.0  25.4 999.0 99.0 99.00
2008 01 13 20 00  44 10.3 13.1  3.80 19.05  7.61 999 1017.8 999.0  25.4 999.0 99.0 99.00
2008 01 13 21 00  51  9.8 12.2  4.07 17.39  7.84 999 1018.0 999.0  25.4 999.0 99.0 99.00
2008 01 13 22 00  51  9.8 11.8  4.15 17.39  7.88 999 1017.5 999.0  25.4 999.0 99.0 99.00
2008 01 13 23 00  44 10.0 11.8  5.08 17.39  9.37 999 1016.5 999.0  25.4 999.0 99.0 99.00
2008 01 14 00 00  47  9.0 10.9  4.38 17.39  8.36 999 1016.0 999.0  25.4 999.0 99.0 99.00
2008 01 14 01 00  48  9.8 11.8  4.12 13.79  7.96 999 1015.8 999.0  25.4 999.0 99.0 99.00
2008 01 14 03 00  48  9.7 11.5  4.73 17.39  8.32 999 1016.6 999.0  25.3 999.0 99.0 99.00
2008 01 14 04 00  44 10.6 13.0  4.87 17.39  8.71 999 1016.8 999.0  25.2 999.0 99.0 99.00
2008 01 14 05 00  46 10.4 12.9  4.72 17.39  8.61 999 1017.6 999.0  25.1 999.0 99.0 99.00
2008 01 14 06 00  47 10.9 13.5  4.25 17.39  8.10 999 1018.1 999.0  25.1 999.0 99.0 99.00
2008 01 14 07 00  47 10.5 13.6  4.20 16.00  7.73 999 1018.5 999.0  25.1 999.0 99.0 99.00
2008 01 14 08 00  47 11.1 12.8  4.13 17.39  7.61 999 1018.5 999.0  25.1 999.0 99.0 99.00
2008 01 14 09 00  50 10.4 12.7  3.97 13.79  7.57 999 1018.5 999.0  25.1 999.0 99.0 99.00
2008 01 14 10 00  49 11.1 13.2  4.13 12.90  7.66 999 1018.1 999.0  25.2 999.0 99.0 99.00
2008 01 14 11 00  57 10.1 11.9  4.42 16.00  7.85 999 1018.0 999.0  25.2 999.0 99.0 99.00
2008 01 14 12 00  52 11.5 14.4  3.87 14.81  7.37 999 1017.6 999.0  25.2 999.0 99.0 99.00
2008 01 14 13 00  61 10.1 12.4  4.36 16.00  7.79 999 1017.3 999.0  25.3 999.0 99.0 99.00
2008 01 14 14 00  59  9.9 12.4  4.27 16.00  7.66 999 1016.8 999.0  25.3 999.0 99.0 99.00
2008 01 14 15 00  69 11.2 13.5  4.18 14.81  7.53 999 1016.7 999.0  25.2 999.0 99.0 99.00
2008 01 14 16 00  66 11.4 13.5  4.52 14.81  7.79 999 1016.8 999.0  25.2 999.0 99.0 99.00
2008 01 14 17 00  73 10.7 13.5  4.20 14.81  7.26 999 1017.2 999.0  25.1 999.0 99.0 99.00
2008 01 14 18 00  65 10.6 13.5  4.16 13.79  7.64 999 1017.7 999.0  25.1 999.0 99.0 99.00
2008 01 14 19 00  52  9.8 13.0  4.30 14.81  7.82 999 1018.3 999.0  25.1 999.0 99.0 99.00
2008 01 14 20 00  56  9.6 11.6  3.88 13.79  7.23 999 1018.6 999.0  25.1 999.0 99.0 99.00
2008 01 14 21 00  58  9.8 12.0  4.18 13.79  7.68 999 1018.5 999.0  25.1 999.0 99.0 99.00
2008 01 14 22 00  57  9.7 13.0  3.88 13.79  7.30 999 1018.0 999.0  25.1 999.0 99.0 99.00
2008 01 14 23 00  62 10.4 14.0  3.70  9.09  6.92 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 01 15 00 00  59 10.2 12.2  3.78 12.90  7.04 999 1016.0 999.0  25.1 999.0 99.0 99.00
2008 01 15 01 00  62 10.3 12.1  3.79  8.33  7.11 999 1015.5 999.0  25.1 999.0 99.0 99.00
2008 01 15 02 00  61 10.9 13.2  4.06 13.79  7.30 999 1015.2 999.0  25.1 999.0 99.0 99.00
2008 01 15 03 00  64 10.5 13.0  4.22 12.90  7.53 999 1015.2 999.0  25.1 999.0 99.0 99.00
2008 01 15 04 00  63 10.7 13.0  3.73 11.43  6.92 999 1015.6 999.0  25.1 999.0 99.0 99.00
2008 01 15 05 00  72 10.0 11.8  3.96  8.33  7.12 999 1015.9 999.0  25.1 999.0 99.0 99.00
2008 01 15 06 00  71 10.1 12.4  3.77  9.09  7.15 999 1016.2 999.0  25.1 999.0 99.0 99.00
2008 01 15 07 00  78  9.5 11.1  3.51  8.33  7.05 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 01 15 08 00  62 11.1 13.7  3.53  9.09  6.94 999 1016.7 999.0  25.1 999.0 99.0 99.00
2008 01 15 09 00  65 10.1 11.6  3.35  9.09  6.84 999 1016.7 999.0  25.1 999.0 99.0 99.00
2008 01 15 10 00  64  9.6 11.9  3.43  9.09  6.99 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 01 15 11 00  50  8.7 11.5  3.21  9.09  6.76 999 1016.8 999.0  25.1 999.0 99.0 99.00
2008 01 15 12 00  53  9.4 11.6  3.11  8.33  6.64 999 1016.0 999.0  25.1 999.0 99.0 99.00
2008 01 15 13 00  57  8.3 10.0  3.27  8.33  6.56 999 1015.4 999.0  25.1 999.0 99.0 99.00
2008 01 15 14 00  58  8.2 10.2  3.24  9.09  6.62 999 1014.9 999.0  25.1 999.0 99.0 99.00
2008 01 15 15 00  63  8.8 10.7  2.98  8.33  6.52 999 1014.6 999.0  25.1 999.0 99.0 99.00
2008 01 15 16 00  65  8.7 10.6  2.96  9.09  6.52 999 1014.8 999.0  25.1 999.0 99.0 99.00
2008 01 15 17 00  63  7.9  9.6  2.95  8.33  6.37 999 1015.0 999.0  25.1 999.0 99.0 99.00
2008 01 15 18 00  65  9.0 10.6  2.88  9.09  6.53 999 1015.3 999.0  25.1 999.0 99.0 99.00
2008 01 15 19 00  70  7.3  9.0  3.16  8.33  6.80 999 1016.1 999.0  25.1 999.0 99.0 99.00
2008 01 15 20 00  68  8.0  9.7  2.93  9.09  6.47 999 1016.4 999.0  25.1 999.0 99.0 99.00
2008 01 15 21 00  71  8.6 10.3  3.00  9.09  6.68 999 1016.1 999.0  25.1 999.0 99.0 99.00
2008 01 15 22 00  66  8.3 10.1  2.87  8.33  6.32 999 1015.7 999.0  25.1 999.0 99.0 99.00
2008 01 15 23 00  64  8.0  9.6  2.69  9.09  6.38 999 1014.9 999.0  25.1 999.0 99.0 99.00
2008 01 16 00 00  60  7.7  9.0  3.20  8.33  6.82 999 1014.1 999.0  25.1 999.0 99.0 99.00
2008 01 16 01 00  50  7.3  8.7  2.75  7.69  6.48 999 1013.3 999.0  25.1 999.0 99.0 99.00
2008 01 16 02 00  58  8.3 10.1  2.57  7.69  6.38 999 1013.2 999.0  25.1 999.0 99.0 99.00
2008 01 16 03 00  61  8.5 10.4  2.72 10.00  6.35 999 1013.4 999.0  25.1 999.0 99.0 99.00
2008 01 16 04 00  74  8.3  9.6  2.53  7.69  6.20 999 1013.7 999.0  25.1 999.0 99.0 99.00
2008 01 16 05 00  73  7.5  9.4  2.59  9.09  6.29 999 1014.1 999.0  25.0 999.0 99.0 99.00
2008 01 16 06 00  72  8.3 10.5  2.56  9.09  6.10 999 1014.5 999.0  25.0 999.0 99.0 99.00
2008 01 16 07 00  70  7.7  9.6  2.54 11.43  6.26 999 1014.7 999.0  25.0 999.0 99.0 99.00
2008 01 16 08 00  67  8.3  9.9  2.61  9.09  6.42 999 1015.0 999.0  25.0 999.0 99.0 99.00
2008 01 16 09 00  71  7.1  8.3  2.67 11.43  6.49 999 1015.4 999.0  25.0 999.0 99.0 99.00
2008 01 16 10 00  68  6.6  7.8  2.71 10.81  6.69 999 1015.4 999.0  25.0 999.0 99.0 99.00
2008 01 16 11 00  68  5.9  7.2  2.76 10.00  6.77 999 1015.0 999.0  25.0 999.0 99.0 99.00
2008 01 16 12 00  79  5.8  7.2  2.65 10.81  6.72 999 1014.8 999.0  25.0 999.0 99.0 99.00
2008 01 16 13 00  50  5.9  8.1  2.77 10.00  6.95 999 1014.5 999.0  25.0 999.0 99.0 99.00
2008 01 16 14 00  60  6.3  7.7  2.50 12.12  6.73 999 1014.0 999.0  25.0 999.0 99.0 99.00
2008 01 16 15 00  59  6.0  7.3  2.70 10.81  7.13 999 1013.9 999.0  25.0 999.0 99.0 99.00
2008 01 16 16 00  56  6.1  7.8  2.75  9.09  6.94 999 1014.0 999.0  25.0 999.0 99.0 99.00
2008 01 16 17 00  54  6.4  8.1  2.66 11.43  6.91 999 1014.2 999.0  25.0 999.0 99.0 99.00
2008 01 16 18 00  42  6.8  8.5  2.75 10.81  7.20 999 1014.5 999.0  25.0 999.0 99.0 99.00
2008 01 16 19 00  51  5.7  6.9  2.48 12.90  6.98 999 1014.9 999.0  25.0 999.0 99.0 99.00
2008 01 16 20 00  78  8.2 10.1  2.51 12.90  6.53 999 1015.3 999.0  25.0 999.0 99.0 99.00
2008 01 16 21 00  87  6.6  9.0  2.36 10.81  6.43 999 1015.2 999.0  25.0 999.0 99.0 99.00
2008 01 16 22 00  82  6.7  8.1  2.44 13.79  6.62 999 1014.3 999.0  25.0 999.0 99.0 99.00
2008 01 16 23 00  76  6.7  8.3  2.36 13.79  6.66 999 1013.4 999.0  25.1 999.0 99.0 99.00
2008 01 17 00 00  75  7.1  9.2  2.55 12.12  6.87 999 1012.4 999.0  25.1 999.0 99.0 99.00
2008 01 17 01 00  80  6.7  8.0  2.62 13.79  6.84 999 1011.9 999.0  25.1 999.0 99.0 99.00
2008 01 17 02 00  82  5.9  7.3  2.57 12.90  6.77 999 1012.0 999.0  25.1 999.0 99.0 99.00
2008 01 17 03 00  74  7.0  8.6  2.71 14.81  7.14 999 1012.2 999.0  25.0 999.0 99.0 99.00
2008 01 17 04 00  76  7.0  8.3  2.92 12.90  7.46 999 1012.8 999.0  25.0 999.0 99.0 99.00
2008 01 17 05 00  84  6.8  8.3  2.73 13.79  7.12 999 1013.1 999.0  25.0 999.0 99.0 99.00
2008 01 17 06 00  74  7.3  8.7  2.78 13.79  7.42 999 1013.9 999.0  25.0 999.0 99.0 99.00
2008 01 17 07 00  61  7.9  9.4  2.46 11.43  6.49 999 1014.3 999.0  25.0 999.0 99.0 99.00
2008 01 17 08 00  65  8.6 10.1  2.60 14.81  6.78 999 1014.5 999.0  25.0 999.0 99.0 99.00
2008 01 17 09 00  60  7.2  8.8  2.53 12.90  6.64 999 1014.5 999.0  25.0 999.0 99.0 99.00
2008 01 17 10 00  67  9.2 11.1  2.54 14.81  6.57 999 1014.1 999.0  25.0 999.0 99.0 99.00
2008 01 17 11 00  79  8.1  9.8  2.43 13.79  6.67 999 1013.7 999.0  25.0 999.0 99.0 99.00
2008 01 17 12 00   7  6.3  7.8  2.26 10.81  6.03 999 1013.5 999.0  25.0 999.0 99.0 99.00
2008 01 17 13 00  62  9.6 11.1  2.50 13.79  5.99 999 1012.5 999.0  25.0 999.0 99.0 99.00
2008 01 17 14 00  74  9.4 11.4  2.28 10.81  5.93 999 1012.0 999.0  25.0 999.0 99.0 99.00
2008 01 17 15 00  70  9.2 11.1  2.51 14.81  6.08 999 1011.8 999.0  25.0 999.0 99.0 99.00
2008 01 17 16 00  74  8.7 10.6  2.76 13.79  6.75 999 1011.9 999.0  25.0 999.0 99.0 99.00
2008 01 17 17 00 102 10.5 13.0  2.32 12.90  5.94 999 1012.6 999.0  25.0 999.0 99.0 99.00
2008 01 17 18 00  71  8.1  9.6  2.45 12.90  6.19 999 1013.0 999.0  25.0 999.0 99.0 99.00
2008 01 17 19 00  82  8.3  9.8  2.27 13.79  6.00 999 1013.7 999.0  25.0 999.0 99.0 99.00
2008 01 17 20 00  87  8.2 10.2  2.35 14.81  6.37 999 1014.2 999.0  25.0 999.0 99.0 99.00
2008 01 17 21 00  68  7.6  9.8  2.40 13.79  6.60 999 1014.2 999.0  25.0 999.0 99.0 99.00
2008 01 17 22 00  95  6.8  8.2  2.30 12.90  6.12 999 1013.6 999.0  24.9 999.0 99.0 99.00
2008 01 17 23 00 113  6.3  7.5  2.40 11.43  6.41 999 1012.8 999.0  25.0 999.0 99.0 99.00
2008 01 18 00 00 105  6.3  7.6  2.56 13.79  6.95 999 1011.8 999.0  25.0 999.0 99.0 99.00
2008 01 18 01 00 100  5.5  6.8  2.48 12.90  6.84 999 1011.4 999.0  25.0 999.0 99.0 99.00
2008 01 18 02 00  84  6.4  8.3  2.45 12.12  6.44 999 1011.4 999.0  25.0 999.0 99.0 99.00
2008 01 18 03 00  81  5.9  7.4  2.50 14.81  6.59 999 1011.4 999.0  25.1 999.0 99.0 99.00
2008 01 18 04 00  75  6.9  8.0  2.48 12.90  6.81 999 1011.4 999.0  25.1 999.0 99.0 99.00
2008 01 18 05 00  78  6.9  8.6  2.37 13.79  6.69 999 1011.6 999.0  25.1 999.0 99.0 99.00
2008 01 18 06 00  70  7.3  8.8  2.20 12.12  6.17 999 1012.4 999.0  25.0 999.0 99.0 99.00
2008 01 18 07 00  69  6.6  8.2  2.34 13.79  6.46 999 1013.2 999.0  25.0 999.0 99.0 99.00
2008 01 18 08 00  84  6.5  7.8  2.29 14.81  6.48 999 1013.5 999.0  25.0 999.0 99.0 99.00
2008 01 18 09 00  76  6.7  7.9  2.31 12.12  6.61 999 1013.7 999.0  25.0 999.0 99.0 99.00
2008 01 18 10 00  83  6.4  7.9  2.53 14.81  7.27 999 1013.6 999.0  25.0 999.0 99.0 99.00
2008 01 18 11 00  82  5.1  6.3  2.50 14.81  6.94 999 1013.4 999.0  25.0 999.0 99.0 99.00
2008 01 18 12 00  84  6.7  8.6  2.34 14.81  6.77 999 1012.7 999.0  25.0 999.0 99.0 99.00
2008 01 18 13 00  81  5.8  7.1  2.52 14.81  7.12 999 1012.0 999.0  25.0 999.0 99.0 99.00
2008 01 18 14 00  59  7.3  8.6  2.43 14.81  6.86 999 1012.0 999.0  25.0 999.0 99.0 99.00
2008 01 18 15 00  68  7.5  8.8  2.32 12.90  6.64 999 1011.8 999.0  25.0 999.0 99.0 99.00
2008 01 18 16 00  68  5.6  7.3  2.41 14.81  7.08 999 1012.5 999.0  25.0 999.0 99.0 99.00
2008 01 18 17 00  89  5.5  6.7  2.74 14.81  8.10 999 1012.9 999.0  24.9 999.0 99.0 99.00
2008 01 18 18 00  79  5.0  6.6  2.47 14.81  7.71 999 1013.6 999.0  24.9 999.0 99.0 99.00
2008 01 18 19 00  77  5.1  6.5  2.57 12.90  7.66 999 1014.1 999.0  24.9 999.0 99.0 99.00
2008 01 18 20 00  85  5.1  6.2  2.31 13.79  7.30 999 1014.5 999.0  24.9 999.0 99.0 99.00
2008 01 18 21 00  73  5.4  7.2  2.64 14.81  7.94 999 1014.6 999.0  24.9 999.0 99.0 99.00
2008 01 18 22 00  57  5.4  6.7  2.19 13.79  7.43 999 1014.0 999.0  24.9 999.0 99.0 99.00
2008 01 18 23 00  58  5.3  6.4  2.48 13.79  8.27 999 1013.0 999.0  25.0 999.0 99.0 99.00
2008 01 19 00 00  58  5.3  6.9  2.50 14.81  7.99 999 1012.1 999.0  25.0 999.0 99.0 99.00
2008 01 19 01 00  58  6.2  7.4  2.26 14.81  7.55 999 1011.5 999.0  25.1 999.0 99.0 99.00
2008 01 19 02 00  63  5.9  7.0  2.24 14.81  7.22 999 1011.6 999.0  25.0 999.0 99.0 99.00
2008 01 19 03 00  67  6.0  7.0  2.38 13.79  7.06 999 1011.7 999.0  25.0 999.0 99.0 99.00
2008 01 19 04 00  67  5.6  7.3  2.07 12.90  6.65 999 1012.3 999.0  25.0 999.0 99.0 99.00
2008 01 19 05 00  68  6.7  8.4  2.30 13.79  7.17 999 1012.8 999.0  25.0 999.0 99.0 99.00
2008 01 19 06 00  55  6.5  7.8  2.20 13.79  7.06 999 1013.7 999.0  24.9 999.0 99.0 99.00
2008 01 19 07 00  65  7.2  8.6  2.48 13.79  7.34 999 1014.1 999.0  25.0 999.0 99.0 99.00
2008 01 19 08 00  71  6.7  7.9  2.49 16.00  7.26 999 1014.8 999.0  24.9 999.0 99.0 99.00
2008 01 19 09 00  57  6.4  7.7  2.14 12.90  6.32 999 1014.7 999.0  24.9 999.0 99.0 99.00
2008 01 19 10 00  52  6.2  7.3  2.32 14.81  6.56 999 1014.6 999.0  24.9 999.0 99.0 99.00
2008 01 19 11 00  54  5.4  7.4  2.34 13.79  6.83 999 1014.3 999.0  24.9 999.0 99.0 99.00
2008 01 19 12 00  55  5.0  6.6  2.24 13.79  6.74 999 1013.7 999.0  24.9 999.0 99.0 99.00
2008 01 19 13 00  46  5.7  6.9  2.32 14.81  6.99 999 1013.1 999.0  24.9 999.0 99.0 99.00
2008 01 19 14 00  49  5.0  6.6  2.51 14.81  7.60 999 1012.7 999.0  24.9 999.0 99.0 99.00
2008 01 19 15 00  50  5.4  6.7  2.03 14.81  7.24 999 1012.6 999.0  24.9 999.0 99.0 99.00
2008 01 19 16 00  54  6.7  7.9  2.13 13.79  7.18 999 1012.8 999.0  24.9 999.0 99.0 99.00
2008 01 19 17 00  52  6.4  7.7  2.30 13.79  7.62 999 1013.3 999.0  24.8 999.0 99.0 99.00
2008 01 19 18 00  61  7.1  8.6  2.12 13.79  7.29 999 1013.8 999.0  24.8 999.0 99.0 99.00
2008 01 19 19 00  63  6.9  8.8  2.04 13.79  6.56 999 1014.6 999.0  24.8 999.0 99.0 99.00
2008 01 19 20 00  69  6.8  8.3  2.06 13.79  6.72 999 1015.0 999.0  24.9 999.0 99.0 99.00
2008 01 19 21 00  73  6.8  8.0  2.15 13.79  6.64 999 1015.0 999.0  24.9 999.0 99.0 99.00
