YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 01 02 20  71  4.5  5.9  3.30 16.67 11.24 999 1017.6  24.2  25.4 999.0 99.0
1999 01 02 21  80  5.0  6.3  3.64 16.67 11.99 999 1017.6  24.3  25.4 999.0 99.0
1999 01 02 22  72  3.9  4.9  3.09 16.67 11.05 999 1017.1  24.3  25.5 999.0 99.0
1999 01 02 23  67  4.9  6.1  3.64 16.67 11.90 999 1015.8  24.2  25.6 999.0 99.0
1999 01 03 00  64  5.5  6.6  3.28 14.29 10.93 999 1014.7  24.3  25.6 999.0 99.0
1999 01 03 01  54  6.3  7.7  3.39 14.29 10.92 999 1014.1  24.4  25.6 999.0 99.0
1999 01 03 02  56  6.5  7.7  3.10 16.67 10.15 999 1013.7  24.4  25.6 999.0 99.0
1999 01 03 03  61  5.6  6.7  3.31 14.29 10.26 999 1014.2  24.5  25.6 999.0 99.0
1999 01 03 04  77  5.3  6.8  3.12 16.67  9.76 999 1014.7  24.3  25.6 999.0 99.0
1999 01 03 05  81  5.1  6.4  3.08 14.29  9.62 999 1015.1  24.1  25.4 999.0 99.0
1999 01 03 06  73  4.9  6.1  2.95 14.29  9.46 999 1015.6  24.1  25.4 999.0 99.0
1999 01 03 07  61  4.3  5.4  2.96 14.29  9.25 999 1016.3  24.2  25.4 999.0 99.0
1999 01 03 08  63  3.6  4.8  2.75 14.29  9.36 999 1016.4  24.1  25.4 999.0 99.0
1999 01 03 09  58  4.2  5.1  2.58 12.50  8.86 999 1016.3  24.2  25.4 999.0 99.0
1999 01 03 10  64  4.6  5.6 99.00 99.00 99.00 999 1016.2  24.1  25.4 999.0 99.0
1999 01 03 11  70  4.5  5.7  2.72 14.29  9.26 999 1016.0  24.1  25.4 999.0 99.0
1999 01 03 12  66  4.8  6.1  2.50 14.29  8.90 999 1015.6  24.0  25.4 999.0 99.0
1999 01 03 13  70  4.4  5.5  2.48 14.29  8.49 999 1015.0  23.9  25.4 999.0 99.0
1999 01 03 14  74  4.3  5.7  2.22 12.50  7.92 999 1014.8  23.8  25.4 999.0 99.0
1999 01 03 15  70  3.8  5.2  2.46 14.29  8.49 999 1014.7  23.9  25.4 999.0 99.0
1999 01 03 16  86  4.0  5.9  2.37 14.29  8.05 999 1014.8  23.9  25.4 999.0 99.0
1999 01 03 17  86  3.9  5.1  2.60 14.29  8.26 999 1015.1  23.9  25.4 999.0 99.0
1999 01 03 18  78  3.7  5.1  2.49 14.29  8.21 999 1015.8  24.1  25.4 999.0 99.0
1999 01 03 19  76  3.5  4.8  2.30 14.29  7.85 999 1016.4  24.3  25.4 999.0 99.0
1999 01 03 20  81  4.1  5.1  2.20 14.29  7.91 999 1016.5  24.3  25.4 999.0 99.0
1999 01 03 21  86  4.0  5.1  2.39 14.29  8.35 999 1016.1  24.4  25.4 999.0 99.0
1999 01 03 22  90  3.9  4.8  2.57 14.29  8.86 999 1015.4  24.3  25.5 999.0 99.0
1999 01 03 23  71  3.5  4.7  2.61 14.29  8.89 999 1014.6  24.4  25.5 999.0 99.0
1999 01 04 00  80  3.5  4.6  2.65 14.29  9.05 999 1013.6  24.4  25.6 999.0 99.0
1999 01 04 01  66  3.4  4.5  2.47 12.50  8.67 999 1013.1  24.3  25.6 999.0 99.0
1999 01 04 02  63  3.0  4.3  2.45 12.50  8.31 999 1013.0  24.6  25.6 999.0 99.0
1999 01 04 03  50  3.8  4.7  2.45 12.50  8.44 999 1013.6  24.7  25.6 999.0 99.0
1999 01 04 04  58  3.3  4.5  2.73 12.50  9.03 999 1013.9  24.3  25.5 999.0 99.0
1999 01 04 05  80  3.5  4.3  2.55 12.50  9.01 999 1014.4  24.2  25.5 999.0 99.0
1999 01 04 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 01 04 07  91  4.1  5.6  2.08 12.50  7.75 999 1014.8  24.3  25.5 999.0 99.0
1999 01 04 08  81  4.5  5.8  2.41 12.50  8.51 999 1014.8  24.1  25.5 999.0 99.0
1999 01 04 09  97  4.6  5.7  2.15 12.50  8.17 999 1014.7  24.1  25.5 999.0 99.0
1999 01 04 10  94  3.9  4.9  2.29 12.50  8.28 999 1014.4  24.0  25.5 999.0 99.0
1999 01 04 11 102  3.5  4.8  2.01 12.50  8.08 999 1014.1  24.0  25.5 999.0 99.0
1999 01 04 12 115  3.4  4.4  2.09 11.11  7.95 999 1013.6  24.0  25.4 999.0 99.0
1999 01 04 13 114  3.4  4.5  2.05 12.50  7.92 999 1013.0  23.9  25.4 999.0 99.0
1999 01 04 14 112  2.9  4.0  1.88 11.11  7.63 999 1012.5  23.7  25.4 999.0 99.0
1999 01 04 15 101  2.8  4.0  2.05 12.50  7.83 999 1012.7  23.7  25.4 999.0 99.0
1999 01 04 16  89  3.0  3.9  2.03 11.11  7.62 999 1013.0  23.7  25.4 999.0 99.0
1999 01 04 17  80  2.0  3.3  1.78 11.11  7.22 999 1013.6  23.7  25.4 999.0 99.0
1999 01 04 18  79  2.7  3.7  1.84 11.11  7.27 999 1014.0  23.9  25.4 999.0 99.0
1999 01 04 19  73  3.0  3.9  1.63 10.00  7.07 999 1014.4  24.1  25.4 999.0 99.0
1999 01 04 20  89  3.0  4.2 99.00 99.00 99.00 999 1014.5  24.3  25.4 999.0 99.0
1999 01 04 21 105  3.6  4.3  1.54  9.09  7.02 999 1013.8  24.1  25.5 999.0 99.0
1999 01 04 22 101  2.7  3.5  1.60  8.33  7.03 999 1013.5  24.2  25.6 999.0 99.0
1999 01 04 23 100  2.9  3.9  1.46  9.09  6.90 999 1012.3  24.2  25.7 999.0 99.0
1999 01 05 00 116  2.3  3.3  1.37  9.09  6.74 999 1011.5  24.2  25.8 999.0 99.0
1999 01 05 01 111  2.4  3.1  1.44 11.11  6.98 999 1010.8  24.3  25.8 999.0 99.0
1999 01 05 02 103  2.3  3.2  1.59 11.11  7.24 999 1011.1  24.6  25.9 999.0 99.0
1999 01 05 03  71  1.8  2.8  1.35  9.09  6.66 999 1011.5  25.0  25.8 999.0 99.0
1999 01 05 04  56  1.7  2.5  1.47  8.33  6.73 999 1012.3  24.5  25.8 999.0 99.0
1999 01 05 05  65  1.9  2.7  1.28  8.33  6.52 999 1012.7  24.0  25.8 999.0 99.0
1999 01 05 06  47  1.9  3.1  1.39 10.00  6.82 999 1013.5  24.0  25.7 999.0 99.0
1999 01 05 07  54  2.9  3.8  1.28  7.69  6.55 999 1013.6  24.0  25.7 999.0 99.0
1999 01 05 08  35  3.4  4.3  1.22  8.33  6.76 999 1014.5  24.1  25.6 999.0 99.0
1999 01 05 09  53  2.7  3.5  1.28  8.33  6.83 999 1014.1  24.0  25.6 999.0 99.0
1999 01 05 10  41  3.3  4.3  1.16  9.09  6.70 999 1014.0  23.9  25.5 999.0 99.0
1999 01 05 11  42  2.5  3.7  1.22 10.00  6.96 999 1013.7  23.8  25.5 999.0 99.0
1999 01 05 12  63  2.7  3.7  1.14 10.00  6.86 999 1013.0  23.7  25.5 999.0 99.0
1999 01 05 13  56  2.6  3.5  1.26 10.00  7.13 999 1012.6  23.6  25.4 999.0 99.0
1999 01 05 14  53  2.7  3.6  1.26  9.09  7.14 999 1012.1  23.5  25.4 999.0 99.0
1999 01 05 15  54  3.1  4.2  1.26 10.00  7.29 999 1012.1  23.5  25.4 999.0 99.0
1999 01 05 16  64  3.1  4.3  1.16  9.09  6.92 999 1012.3  23.5  25.4 999.0 99.0
1999 01 05 17  76  3.0  4.0  1.06 10.00  6.69 999 1012.6  23.4  25.4 999.0 99.0
1999 01 05 18  84  3.3  4.5  1.12  9.09  6.83 999 1013.3  23.8  25.4 999.0 99.0
1999 01 05 19  83  3.3  4.5  1.07  7.69  6.62 999 1014.2  24.1  25.4 999.0 99.0
1999 01 05 20  79  3.1  3.9  1.17 10.00  6.77 999 1014.7  24.2  25.4 999.0 99.0
1999 01 05 21  80  3.1  4.3  1.14  8.33  6.63 999 1014.7  24.1  25.5 999.0 99.0
1999 01 05 22  81  3.3  4.5  1.11  8.33  6.85 999 1014.0  24.1  25.6 999.0 99.0
1999 01 05 23  79  3.4  4.7  1.13  9.09  6.67 999 1013.1  24.2  25.7 999.0 99.0
1999 01 06 00  80  3.6  4.8  1.09  9.09  6.91 999 1012.2  24.2  25.8 999.0 99.0
1999 01 06 01  79  3.8  4.7  1.02  8.33  6.77 999 1011.6  24.1  25.8 999.0 99.0
1999 01 06 02  73  4.4  6.3   .98  7.69  6.31 999 1011.8  24.3  25.8 999.0 99.0
1999 01 06 03  70  4.0  5.3  1.07  9.09  6.73 999 1012.1  24.6  25.8 999.0 99.0
1999 01 06 04  79  4.0  5.4  1.09 14.29  6.72 999 1012.4  24.2  25.7 999.0 99.0
1999 01 06 05  82  4.8  5.8  1.10  8.33  6.35 999 1012.8  24.1  25.6 999.0 99.0
1999 01 06 06  62  4.0  5.2  1.08 14.29  6.23 999 1014.3  24.2  25.6 999.0 99.0
1999 01 06 07  48  3.8  4.7  1.09  8.33  6.36 999 1014.7  24.2  25.6 999.0 99.0
1999 01 06 08  71  5.0  7.5  1.01  9.09  5.92 999 1014.9  23.8  25.6 999.0 99.0
1999 01 06 09  61  3.2  4.3  1.05  8.33  6.10 999 1014.9  24.0  25.6 999.0 99.0
1999 01 06 10  83  3.1  4.5  1.07 12.50  6.31 999 1014.8  24.2  25.5 999.0 99.0
1999 01 06 11  93  3.4  4.4  1.08 12.50  6.30 999 1014.7  24.1  25.5 999.0 99.0
1999 01 06 12 100  3.5  4.3  1.09  8.33  6.25 999 1014.4  24.1  25.5 999.0 99.0
1999 01 06 13 105  4.0  4.9  1.05  8.33  6.48 999 1013.5  24.0  25.5 999.0 99.0
1999 01 06 14 114  4.4  5.3  1.12 12.50  6.54 999 1013.2  24.1  25.5 999.0 99.0
1999 01 06 15  97  4.0  5.6  1.08 12.50  6.22 999 1013.9  24.2  25.5 999.0 99.0
1999 01 06 16 105  5.2  6.3  1.11 12.50  5.80 999 1014.1  24.1  25.5 999.0 99.0
1999 01 06 17 107  5.5  6.5  1.06 12.50  5.24 999 1014.4  24.3  25.5 999.0 99.0
1999 01 06 18 103  5.0  5.8  1.16 12.50  5.17 999 1015.4  24.3  25.5 999.0 99.0
1999 01 06 19 102  5.5  6.9  1.15  9.09  5.20 999 1015.8  24.6  25.5 999.0 99.0
1999 01 06 20 103  5.5  6.9  1.22 11.11  5.14 999 1016.3  24.6  25.5 999.0 99.0
1999 01 06 21 106  5.5  6.8  1.21  8.33  5.13 999 1016.2  24.4  25.5 999.0 99.0
1999 01 06 22 106  5.7  6.8  1.26  9.09  5.10 999 1015.5  24.7  25.5 999.0 99.0
1999 01 06 23  96  5.6  6.8  1.28  8.33  5.13 999 1014.8  24.6  25.6 999.0 99.0
1999 01 07 00  90  5.4  7.1  1.22  9.09  4.88 999 1014.4  24.7  25.6 999.0 99.0
1999 01 07 01  88  5.4  6.7  1.22  8.33  5.14 999 1013.7  24.5  25.6 999.0 99.0
1999 01 07 02  87  5.7  7.1  1.25  8.33  5.12 999 1013.8  24.7  25.6 999.0 99.0
1999 01 07 03  81  5.8  7.1  1.25  8.33  5.06 999 1014.0  24.7  25.6 999.0 99.0
1999 01 07 04  76  6.5  7.7  1.29  7.69  5.12 999 1014.4  24.4  25.5 999.0 99.0
1999 01 07 05  72  6.6  7.8  1.27 11.11  4.87 999 1015.0  24.2  25.5 999.0 99.0
1999 01 07 06  69  6.7  8.0  1.27  7.69  4.74 999 1015.8  24.3  25.5 999.0 99.0
1999 01 07 07  71  6.5  7.9  1.31  8.33  5.06 999 1016.5  24.4  25.5 999.0 99.0
1999 01 07 08  66  5.4  6.8  1.28  8.33  4.80 999 1017.1  24.3  25.5 999.0 99.0
1999 01 07 09  78  5.9  6.9  1.29  8.33  4.92 999 1016.7  24.5  25.5 999.0 99.0
1999 01 07 10  77  5.8  6.9  1.32  5.26  4.87 999 1016.6  24.2  25.5 999.0 99.0
1999 01 07 11  74  5.5  6.6  1.35  7.69  5.07 999 1016.4  24.1  25.5 999.0 99.0
1999 01 07 12  78  5.1  6.3  1.31  5.88  5.03 999 1016.0  24.2  25.4 999.0 99.0
1999 01 07 13  61  5.4  6.4  1.28  8.33  5.01 999 1015.6  24.0  25.4 999.0 99.0
1999 01 07 14  67  5.6  7.4  1.21  7.69  5.03 999 1015.2  24.0  25.4 999.0 99.0
1999 01 07 15  67  6.0  7.6  1.20 11.11  5.14 999 1015.3  24.0  25.4 999.0 99.0
1999 01 07 16  67  7.0  8.0  1.28  7.69  4.98 999 1015.2  23.9  25.4 999.0 99.0
1999 01 07 17  71  7.1  8.4  1.36  7.14  4.95 999 1015.5  24.3  25.4 999.0 99.0
1999 01 07 18  73  7.0  8.2  1.29  5.88  4.71 999 1015.9  24.3  25.4 999.0 99.0
1999 01 07 19  74  6.4  7.4  1.26  6.25  4.70 999 1016.6  24.6  25.4 999.0 99.0
1999 01 07 20  75  7.0  8.2  1.37  6.67  4.92 999 1016.5  24.7  25.5 999.0 99.0
1999 01 07 21  75  6.2  7.6  1.45  6.25  4.93 999 1016.0  24.6  25.5 999.0 99.0
1999 01 07 22  85  5.9  7.0  1.42  5.88  4.78 999 1015.6  24.7  25.5 999.0 99.0
1999 01 07 23  86  6.2  7.7  1.47  5.56  4.92 999 1014.7  24.5  25.4 999.0 99.0
1999 01 08 00  78  6.0  7.1  1.45  5.88  5.08 999 1014.3  24.6  25.5 999.0 99.0
1999 01 08 01  69  6.2  7.3  1.46 14.29  5.15 999 1013.6  24.7  25.5 999.0 99.0
1999 01 08 02  53  6.0  6.9  1.52 14.29  5.36 999 1013.9  24.6  25.5 999.0 99.0
1999 01 08 03  68  7.2  8.3  1.46 14.29  5.29 999 1013.5  24.7  25.5 999.0 99.0
1999 01 08 04  60  4.4  5.3  1.55  6.25  5.17 999 1014.5  23.7  25.5 999.0 99.0
1999 01 08 05  81  7.5  9.1  1.53 14.29  5.28 999 1014.7  24.7  25.4 999.0 99.0
1999 01 08 06  83  7.0  8.2  1.56 14.29  5.15 999 1014.5  24.6  25.4 999.0 99.0
1999 01 08 07  75  5.9  7.1  1.51  6.67  5.14 999 1015.4  24.5  25.4 999.0 99.0
1999 01 08 08  80  6.5  7.9  1.56  6.67  5.36 999 1015.3  24.6  25.4 999.0 99.0
1999 01 08 09  81  6.6  7.8  1.50  6.67  5.14 999 1015.4  24.6  25.4 999.0 99.0
1999 01 08 10  74  5.0  6.1  1.49  6.25  5.39 999 1015.3  24.5  25.4 999.0 99.0
1999 01 08 11  70  5.3  6.5  1.48  6.25  5.34 999 1015.2  24.4  25.4 999.0 99.0
1999 01 08 12  74  6.9  8.5  1.60  7.14  5.58 999 1014.7  23.6  25.4 999.0 99.0
1999 01 08 13  74  4.9  6.7  1.64 12.50  6.05 999 1014.3  23.6  25.4 999.0 99.0
1999 01 08 14  90  5.1  6.6  1.55  6.67  5.77 999 1013.8  24.4  25.4 999.0 99.0
1999 01 08 15  84  6.0  7.4  1.66 11.11  5.96 999 1013.8  24.6  25.4 999.0 99.0
1999 01 08 16 270  1.6  3.1  1.57 12.50  6.01 999 1014.4  22.1  25.4 999.0 99.0
1999 01 08 17  10   .3  1.4  1.57  6.67  5.76 999 1014.6  22.3  25.3 999.0 99.0
1999 01 08 18  86  5.1  5.9  1.60  7.14  5.67 999 1014.9  24.1  25.2 999.0 99.0
1999 01 08 19 100  4.9  5.9  1.64  7.14  6.04 999 1015.0  24.6  25.3 999.0 99.0
1999 01 08 20 107  5.6  6.5  1.58 14.29  5.91 999 1014.9  24.7  25.4 999.0 99.0
1999 01 08 21  97  5.7  7.2  1.78  7.14  5.92 999 1014.7  24.6  25.4 999.0 99.0
1999 01 08 22 100  4.9  5.8  1.87 16.67  6.38 999 1014.5  24.7  25.4 999.0 99.0
1999 01 08 23 115  5.4  6.1  1.99 16.67  6.77 999 1013.7  24.8  25.4 999.0 99.0
1999 01 09 00 102  5.1  6.5  2.36 16.67  7.76 999 1012.9  24.9  25.5 999.0 99.0
1999 01 09 01 119  5.8  7.1  2.14 16.67  7.28 999 1012.2  24.9  25.5 999.0 99.0
1999 01 09 02 116  4.2  5.0  2.60 16.67  8.29 999 1012.5  25.3  25.5 999.0 99.0
1999 01 09 03 115  4.7  5.9  2.92 16.67  9.26 999 1012.5  25.0  25.5 999.0 99.0
1999 01 09 04 122  4.4  5.8  3.04 16.67  9.54 999 1013.0  24.9  25.5 999.0 99.0
1999 01 09 05 129  3.9  5.3  2.78 16.67  9.54 999 1013.6  24.9  25.5 999.0 99.0
1999 01 09 06 126  4.0  5.3  2.93 14.29  9.70 999 1014.1  24.9  25.4 999.0 99.0
1999 01 09 07 146  4.0  6.5  3.22 14.29 10.13 999 1014.7  24.1  25.4 999.0 99.0
1999 01 09 08 120  2.4  3.3  3.07 16.67 10.06 999 1014.9  23.6  25.4 999.0 99.0
1999 01 09 09 129  2.1  4.7  2.64 16.67  9.30 999 1015.1  22.8  25.4 999.0 99.0
1999 01 09 10 139  5.9  6.9  2.98 16.67  9.47 999 1014.4  24.3  25.4 999.0 99.0
1999 01 09 11 144  4.0  4.7  2.81 16.67  8.74 999 1014.5  23.3  25.3 999.0 99.0
1999 01 09 12 173  2.3  3.7  2.78 16.67  8.67 999 1014.4  23.7  25.3 999.0 99.0
1999 01 09 13 157  1.5  2.9  3.28 16.67 10.45 999 1013.8  24.0  25.3 999.0 99.0
1999 01 09 14 128  1.7  2.5  3.08 16.67 10.11 999 1013.7  24.0  25.3 999.0 99.0
1999 01 09 15  43   .2  1.5  3.07 16.67  9.91 999 1013.8  24.1  25.3 999.0 99.0
1999 01 09 16 290  5.3  6.7  3.68 16.67 11.31 999 1014.4  23.3  25.2 999.0 99.0
1999 01 09 17 319  5.9  6.9  3.45 16.67 10.87 999 1014.9  23.7  25.3 999.0 99.0
1999 01 09 18 345  5.6  6.9  3.48 16.67 11.04 999 1016.0  24.0  25.3 999.0 99.0
1999 01 09 19   5  6.0  7.3  3.64 16.67 10.42 999 1016.6  24.2  25.3 999.0 99.0
1999 01 09 20  16  6.2  7.3  3.61 16.67 10.14 999 1017.1  24.5  25.3 999.0 99.0
1999 01 09 21  22  6.4  7.9  3.31 16.67  8.83 999 1017.1  24.1  25.3 999.0 99.0
1999 01 09 22  11  6.8  8.2  3.42 16.67  8.82 999 1016.6  24.4  25.4 999.0 99.0
1999 01 09 23 353  7.9  9.3  3.34 16.67  7.95 999 1016.0  23.4  25.4 999.0 99.0
1999 01 10 00  11  6.2  8.7  3.57 16.67  8.67 999 1014.9  24.2  25.4 999.0 99.0
1999 01 10 01   8  6.6 10.5  3.45 16.67  8.49 999 1014.2  23.8  25.4 999.0 99.0
1999 01 10 02  29  6.4  7.4  3.29 16.67  8.19 999 1013.9  24.7  25.4 999.0 99.0
1999 01 10 03  35  6.1  7.7  4.03 16.67  9.90 999 1014.1  24.5  25.4 999.0 99.0
1999 01 10 04  61  5.5  6.8  3.72 16.67  9.99 999 1014.2  24.6  25.4 999.0 99.0
1999 01 10 05  63  5.1  6.2  3.29 16.67  9.37 999 1014.6  24.3  25.4 999.0 99.0
1999 01 10 06  53  4.9  6.1  3.84 16.67 10.22 999 1015.2  24.3  25.4 999.0 99.0
1999 01 10 07  63  3.8  4.8  4.13 16.67 10.87 999 1015.9  24.2  25.4 999.0 99.0
1999 01 10 08  11  4.3  5.2  3.75 16.67 10.89 999 1016.6  24.2  25.4 999.0 99.0
1999 01 10 09  13  5.3  6.1  3.69 16.67 10.58 999 1016.6  24.2  25.4 999.0 99.0
1999 01 10 10  13  5.3  6.5  4.01 16.67 11.34 999 1016.6  24.3  25.4 999.0 99.0
1999 01 10 11  15  5.8  6.8  3.68 16.67 10.14 999 1016.2  24.2  25.4 999.0 99.0
1999 01 10 12  22  6.0  7.2  3.39 16.67  9.97 999 1015.6  24.3  25.4 999.0 99.0
1999 01 10 13  22  6.1  7.3  3.64 16.67 10.15 999 1015.1  24.2  25.4 999.0 99.0
1999 01 10 14  22  6.6  7.5  3.34 16.67  9.42 999 1014.9  24.2  25.4 999.0 99.0
1999 01 10 15   8  9.2 10.7  3.44 16.67  9.44 999 1014.9  23.8  25.4 999.0 99.0
1999 01 10 16  17  8.5 10.1  3.25 14.29  8.50 999 1015.4  23.7  25.3 999.0 99.0
1999 01 10 17  23  7.3  8.3  3.15 16.67  8.54 999 1015.8  23.9  25.3 999.0 99.0
1999 01 10 18  26  7.0  8.2  3.36 16.67  8.64 999 1016.6  24.0  25.3 999.0 99.0
1999 01 10 19  37  6.5  7.7  3.06 14.29  7.99 999 1017.1  24.2  25.4 999.0 99.0
1999 01 10 20  50  6.1  7.3  3.44 16.67  9.08 999 1017.4  24.6  25.4 999.0 99.0
1999 01 10 21  66  6.8  8.4  3.39 16.67  8.61 999 1017.1  24.7  25.4 999.0 99.0
1999 01 10 22  63  7.1  8.5  3.51 16.67  8.88 999 1016.9  24.8  25.4 999.0 99.0
1999 01 10 23  59  7.4  8.6  3.19 16.67  7.96 999 1016.3  24.7  25.4 999.0 99.0
1999 01 11 00  70  7.0  8.7  3.40 14.29  8.16 999 1015.5  24.8  25.5 999.0 99.0
1999 01 11 01  58  7.2  8.7  3.22 16.67  8.29 999 1015.2  25.0  25.4 999.0 99.0
1999 01 11 02  61  6.7  8.4  3.12 16.67  7.62 999 1015.3  24.9  25.4 999.0 99.0
1999 01 11 03  65  7.0  8.3  3.22 16.67  8.08 999 1015.8  25.0  25.4 999.0 99.0
1999 01 11 04  70  7.5  9.0  3.06 16.67  8.00 999 1016.1  24.8  25.4 999.0 99.0
1999 01 11 05  57  7.1  8.3  3.01 16.67  8.00 999 1016.7  24.7  25.4 999.0 99.0
1999 01 11 06  56  7.3  8.9  2.86 14.29  7.27 999 1017.4  24.7  25.4 999.0 99.0
1999 01 11 07  52  7.6  8.9  2.83 14.29  7.38 999 1017.9  24.7  25.4 999.0 99.0
1999 01 11 08  49  7.9  9.3  3.19 14.29  7.74 999 1018.2  24.7  25.4 999.0 99.0
1999 01 11 09  63  8.2  9.7  2.70 14.29  6.94 999 1018.2  24.5  25.4 999.0 99.0
1999 01 11 10  60  7.5  9.1  2.87 14.29  6.93 999 1017.9  24.4  25.4 999.0 99.0
1999 01 11 11  62  7.7  9.3  2.82 14.29  6.92 999 1017.6  24.4  25.4 999.0 99.0
1999 01 11 12  55  8.2  9.6  2.79 14.29  6.68 999 1016.8  24.4  25.4 999.0 99.0
1999 01 11 13  63  8.1  9.9  2.83 14.29  6.96 999 1016.1  24.2  25.4 999.0 99.0
1999 01 11 14  53  7.5  9.1  2.69 14.29  6.57 999 1016.0  24.3  25.4 999.0 99.0
1999 01 11 15  65  8.4  9.7  2.59 14.29  6.53 999 1016.3  24.2  25.3 999.0 99.0
1999 01 11 16  69  7.6  8.9  2.65 12.50  6.63 999 1016.6  24.2  25.4 999.0 99.0
