YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 01 23  87  8.5 10.0  2.20 11.11  5.63 999 1013.8  24.7  25.5 999.0 99.0
98 01 02 00  88  8.0 10.1  2.38 10.00  5.83 999 1012.7  24.6  25.5 999.0 99.0
98 01 02 01  75  7.6  9.1  2.24 10.00  5.96 999 1012.5  24.6  25.5 999.0 99.0
98 01 02 02  73  9.4 10.7  2.13 10.00  5.71 999 1012.2  24.7  25.5 999.0 99.0
98 01 02 03  64  8.8 10.3  2.34  9.09  5.98 999 1012.5  24.8  25.5 999.0 99.0
98 01 02 04  72  9.3 10.7  2.36 10.00  5.94 999 1013.0  24.4  25.5 999.0 99.0
98 01 02 05  76  9.3 10.9  2.65 16.67  6.43 999 1013.6  24.7  25.5 999.0 99.0
98 01 02 06  69  8.4  9.7  2.65 16.67  6.47 999 1014.8  24.6  25.4 999.0 99.0
98 01 02 07  75  9.5 11.2  2.85 16.67  6.72 999 1015.3  24.6  25.4 999.0 99.0
98 01 02 08  71  9.1 10.7  2.61 16.67  6.28 999 1015.8  24.7  25.4 999.0 99.0
98 01 02 09  78  9.1 10.8  2.69 16.67  6.51 999 1015.6  24.7  25.4 999.0 99.0
98 01 02 10  84  9.1 10.5  2.64 14.29  6.35 999 1015.3  24.4  25.4 999.0 99.0
98 01 02 11  77  9.4 11.3  2.71 16.67  6.67 999 1015.2  24.4  25.4 999.0 99.0
98 01 02 12  84  9.1 10.3  2.85 16.67  6.49 999 1014.7  24.4  25.4 999.0 99.0
98 01 02 13  80  9.5 10.7  2.73 11.11  6.32 999 1014.1  24.4  25.4 999.0 99.0
98 01 02 14  79  9.1 11.2  2.54 14.29  6.16 999 1013.9  24.2  25.4 999.0 99.0
98 01 02 15  74  8.8 10.1  2.77 16.67  6.56 999 1014.1  24.1  25.4 999.0 99.0
98 01 02 16  75  8.9 10.7  2.65 16.67  6.45 999 1014.2  23.9  25.4 999.0 99.0
98 01 02 17  70  8.9 10.3  2.52 16.67  6.42 999 1014.4  24.1  25.4 999.0 99.0
98 01 02 18  67  9.8 11.3  2.66 16.67  6.36 999 1014.5  24.3  25.4 999.0 99.0
98 01 02 19  65  8.9 10.3  2.77 16.67  6.62 999 1014.9  24.5  25.4 999.0 99.0
98 01 02 20  65 10.1 11.5  2.47 14.29  6.06 999 1014.9  24.3  25.4 999.0 99.0
98 01 02 21  67  9.1 10.7  2.71 16.67  6.31 999 1015.0  24.5  25.4 999.0 99.0
98 01 02 22  71  9.5 11.0  2.78 16.67  6.35 999 1014.4  24.2  25.5 999.0 99.0
98 01 02 23  69  9.4 11.1  2.69 16.67  6.27 999 1013.5  24.2  25.5 999.0 99.0
98 01 03 00  71  8.3  9.8  2.77 14.29  6.53 999 1012.7  24.4  25.5 999.0 99.0
98 01 03 01  74  8.5 10.0  2.76 14.29  6.64 999 1012.2  24.5  25.5 999.0 99.0
98 01 03 02  80  9.7 10.9  2.66 14.29  6.41 999 1011.9  24.5  25.5 999.0 99.0
98 01 03 03  78  9.3 11.0  2.82 14.29  6.46 999 1012.1  24.6  25.5 999.0 99.0
98 01 03 04  81  8.1  9.9  2.86 14.29  6.81 999 1012.3  24.5  25.5 999.0 99.0
98 01 03 05  80  9.6 11.7  2.78 14.29  6.64 999 1012.8  24.5  25.5 999.0 99.0
98 01 03 06  76  9.3 10.8  3.00 14.29  6.87 999 1013.5  24.4  25.5 999.0 99.0
98 01 03 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 03 08  86  9.2 11.0  2.71 14.29  6.73 999 1014.3  24.5  25.4 999.0 99.0
98 01 03 09  83  9.0 10.4  2.66 12.50  6.48 999 1014.4  24.2  25.4 999.0 99.0
98 01 03 10  90  8.5 10.5  2.73 14.29  6.49 999 1014.3  24.2  25.4 999.0 99.0
98 01 03 11  90  7.5  9.9  2.45 12.50  6.22 999 1014.0  24.1  25.4 999.0 99.0
98 01 03 12  93  7.0  8.5  2.57 14.29  6.61 999 1013.5  24.1  25.4 999.0 99.0
98 01 03 13  82  6.5  7.7  2.56 14.29  6.70 999 1013.1  24.0  25.4 999.0 99.0
98 01 03 14  73  5.2  6.5  2.50 14.29  6.71 999 1013.0  23.9  25.4 999.0 99.0
98 01 03 15  82  5.2  6.7  2.62 12.50  7.21 999 1013.1  24.1  25.4 999.0 99.0
98 01 03 16  79  4.6  5.8  2.31 14.29  6.96 999 1013.5  24.0  25.4 999.0 99.0
98 01 03 17  98  5.1  6.4  2.29 12.50  6.95 999 1013.7  24.1  25.4 999.0 99.0
98 01 03 18  80  4.9  6.3  2.31 12.50  7.39 999 1014.2  24.4  25.4 999.0 99.0
98 01 03 19  89  4.5  5.9  2.45 12.50  7.38 999 1014.7  24.5  25.4 999.0 99.0
98 01 03 20  96  4.3  5.3  2.26 12.50  7.17 999 1014.7  24.3  25.4 999.0 99.0
98 01 03 21 104  3.8  5.1  2.09 12.50  6.88 999 1014.1  24.4  25.5 999.0 99.0
98 01 03 22 107  3.4  4.9  2.23 12.50  7.01 999 1013.6  24.4  25.5 999.0 99.0
98 01 03 23  93  3.7  4.9  2.13 12.50  7.02 999 1012.5  24.4  25.6 999.0 99.0
98 01 04 00 111  3.9  5.6  2.09 12.50  7.03 999 1011.4  24.3  25.7 999.0 99.0
98 01 04 01 103  4.0  5.3  1.94 12.50  6.92 999 1010.6  24.3  25.7 999.0 99.0
98 01 04 02 107  3.6  4.8  1.86 12.50  6.97 999 1010.9  24.6  25.7 999.0 99.0
98 01 04 03  78  1.6  2.2  1.76 12.50  6.66 999 1011.6  24.9  25.7 999.0 99.0
98 01 04 04  75  2.4  3.5  1.81 14.29  7.05 999 1012.1  24.6  25.6 999.0 99.0
98 01 04 05  45  3.3  4.3  1.96 12.50  7.40 999 1012.8  24.4  25.5 999.0 99.0
98 01 04 06  25  3.3  4.3  1.80 12.50  7.18 999 1013.6  24.3  25.5 999.0 99.0
98 01 04 07  11  2.8  4.4  1.80 11.11  7.37 999 1013.9  24.3  25.5 999.0 99.0
98 01 04 08  18  3.8  4.9  1.72 12.50  7.04 999 1014.1  24.2  25.4 999.0 99.0
98 01 04 09  16  4.4  5.7  1.69 10.00  7.21 999 1014.2  24.2  25.4 999.0 99.0
98 01 04 10  16  4.4  5.5  1.70 10.00  6.95 999 1014.0  24.1  25.4 999.0 99.0
98 01 04 11  18  4.7  5.8  1.76 12.50  7.04 999 1013.7  24.2  25.4 999.0 99.0
98 01 04 12  19  5.5  6.9  1.89 10.00  7.15 999 1013.2  23.9  25.4 999.0 99.0
98 01 04 13  33  5.0  6.1  1.79 10.00  6.59 999 1012.8  23.9  25.4 999.0 99.0
98 01 04 14  43  4.8  5.9  1.75  9.09  6.80 999 1012.7  23.8  25.4 999.0 99.0
98 01 04 15  49  5.1  6.1  1.75  9.09  6.78 999 1012.5  23.8  25.4 999.0 99.0
98 01 04 16  50  5.2  6.4  1.77  9.09  6.71 999 1012.8  23.9  25.4 999.0 99.0
98 01 04 17  78  4.3  5.6  1.66 12.50  6.45 999 1013.3  23.7  25.4 999.0 99.0
98 01 04 18  74  4.4  5.3  1.72  9.09  6.59 999 1013.8  24.4  25.4 999.0 99.0
98 01 04 19  63  3.7  4.5  1.55  8.33  6.41 999 1014.4  24.4  25.4 999.0 99.0
98 01 04 20  86  3.5  5.1  1.71 10.00  7.08 999 1014.5  24.6  25.4 999.0 99.0
98 01 04 21  73  5.2  6.4  1.74  9.09  6.89 999 1014.1  24.5  25.4 999.0 99.0
98 01 04 22  95  4.6  5.6  1.70 10.00  6.91 999 1013.7  24.7  25.5 999.0 99.0
98 01 04 23  90  5.1  5.9  1.61  9.09  6.71 999 1012.8  24.7  25.6 999.0 99.0
98 01 05 00  96  4.9  5.9  1.70 11.11  6.71 999 1011.6  24.5  25.6 999.0 99.0
98 01 05 01  95  4.7  6.1  1.67  9.09  6.69 999 1011.0  24.7  25.6 999.0 99.0
98 01 05 02 100  4.3  5.4  1.64  9.09  6.57 999 1011.1  24.8  25.6 999.0 99.0
98 01 05 03  91  4.2  5.0  1.58  9.09  6.48 999 1011.6  24.9  25.6 999.0 99.0
98 01 05 04  87  4.0  4.6  1.70 20.00  7.18 999 1012.2  24.8  25.6 999.0 99.0
98 01 05 05  88  3.6  4.5  1.66  9.09  7.18 999 1012.8  24.5  25.5 999.0 99.0
98 01 05 06  67  3.5  4.6  1.69 20.00  7.57 999 1013.6  24.5  25.5 999.0 99.0
98 01 05 07  86  3.7  4.6  1.68 10.00  7.36 999 1014.1  24.5  25.5 999.0 99.0
98 01 05 08  78  3.1  4.3  2.14 20.00  9.00 999 1014.2  24.4  25.5 999.0 99.0
98 01 05 09  69  2.2  3.1  1.78 20.00  8.03 999 1014.0  24.3  25.5 999.0 99.0
98 01 05 10  76  2.5  3.5  1.93 20.00  8.68 999 1013.6  24.2  25.5 999.0 99.0
98 01 05 11 100  2.7  3.7  2.11 20.00  8.81 999 1013.3  24.0  25.5 999.0 99.0
98 01 05 12  94  2.1  3.1  2.24 20.00  9.71 999 1013.1  23.9  25.5 999.0 99.0
98 01 05 13  78  1.3  2.5  2.37 16.67  9.92 999 1012.7  23.6  25.5 999.0 99.0
98 01 05 14  64  1.5  2.3  2.22 16.67  9.07 999 1012.2  23.6  25.5 999.0 99.0
98 01 05 15  85  1.9  3.0  2.94 16.67 10.65 999 1012.0  23.5  25.5 999.0 99.0
98 01 05 16 102  2.7  4.5  2.60 16.67 10.58 999 1012.0  23.6  25.4 999.0 99.0
98 01 05 17 110  2.9  4.1  2.68 16.67 10.43 999 1012.5  23.7  25.4 999.0 99.0
98 01 05 18 120  5.2  6.8  2.70 16.67  9.76 999 1012.5  24.0  25.4 999.0 99.0
98 01 05 19 147  1.9  3.1  2.46 16.67 10.04 999 1013.6  24.0  25.4 999.0 99.0
98 01 05 20 172  3.9  5.0  2.70 14.29 10.16 999 1013.6  24.4  25.5 999.0 99.0
98 01 05 21 168  4.3  5.9  2.70 16.67 10.06 999 1013.1  24.5  25.5 999.0 99.0
98 01 05 22 180  4.6  5.5  2.93 14.29 10.18 999 1012.3  24.4  25.6 999.0 99.0
98 01 05 23 185  5.5  6.8  2.80 16.67 10.01 999 1011.6  24.5  25.6 999.0 99.0
98 01 06 00 187  5.5  6.9  2.54 14.29  9.15 999 1010.5  24.6  25.6 999.0 99.0
98 01 06 01 198  5.8  7.1  2.77 14.29  9.55 999 1010.3  24.6  25.6 999.0 99.0
98 01 06 02 216  6.6  7.7  2.87 16.67  9.33 999 1010.3  24.8  25.6 999.0 99.0
98 01 06 03 230  7.4  9.2  2.50 12.50  8.24 999 1010.8  24.8  25.5 999.0 99.0
98 01 06 04 237  7.1  9.0  2.66 14.29  8.21 999 1011.2  24.6  25.5 999.0 99.0
98 01 06 05 228  6.9  8.3  2.63 14.29  8.31 999 1011.4  24.5  25.5 999.0 99.0
98 01 06 06 235  7.0  9.3  2.57 12.50  7.53 999 1012.1  24.6  25.4 999.0 99.0
98 01 06 07 236  6.7  8.0  2.41 14.29  7.38 999 1012.7  24.6  25.4 999.0 99.0
98 01 06 08 261  7.5  8.9  2.38 12.50  6.89 999 1013.0  23.6  25.4 999.0 99.0
98 01 06 09 254  5.5  6.7  2.16 14.29  6.98 999 1012.7  24.2  25.4 999.0 99.0
98 01 06 10 245  5.3  6.4  2.28 14.29  6.95 999 1012.4  23.9  25.4 999.0 99.0
98 01 06 11 265  6.6  8.3  2.51 14.29  7.41 999 1012.2  24.0  25.4 999.0 99.0
98 01 06 12 274  6.6  7.8  2.25 14.29  6.93 999 1011.6  24.1  25.4 999.0 99.0
98 01 06 13 283  7.9  9.7  2.35 12.50  6.96 999 1011.0  24.3  25.4 999.0 99.0
98 01 06 14 280  8.4 10.0  2.12 12.50  6.29 999 1010.8  24.1  25.4 999.0 99.0
98 01 06 15 277  8.7 10.5  2.52 12.50  6.51 999 1011.1  24.0  25.4 999.0 99.0
98 01 06 16 281  9.3 10.5  2.66 12.50  6.57 999 1011.4  24.1  25.4 999.0 99.0
98 01 06 17 277  8.6 10.0  2.84 12.50  6.76 999 1012.2  24.4  25.4 999.0 99.0
98 01 06 18 273  8.2 10.0  3.20 12.50  7.32 999 1012.9  24.3  25.4 999.0 99.0
98 01 06 19 272  7.7 10.3  3.61 12.50  7.69 999 1013.9  24.6  25.4 999.0 99.0
98 01 06 20 284  7.7  9.3  3.67 12.50  7.90 999 1014.3  24.3  25.4 999.0 99.0
98 01 06 21 278  8.5 10.5  3.51 12.50  7.72 999 1014.1  24.3  25.4 999.0 99.0
98 01 06 22 278  8.0  9.4  3.79 12.50  8.23 999 1013.6  24.3  25.4 999.0 99.0
98 01 06 23 295  7.1  8.2  4.09 12.50  8.53 999 1012.6  24.2  25.4 999.0 99.0
98 01 07 00 300  6.8  8.3  4.22 12.50  8.86 999 1011.4  24.3  25.4 999.0 99.0
98 01 07 01 304  6.7  8.2  3.78 14.29  8.40 999 1011.2  24.0  25.4 999.0 99.0
98 01 07 02 306  5.5  8.1  4.01 14.29  8.86 999 1011.5  24.0  25.4 999.0 99.0
98 01 07 03 301  6.5  8.2  3.71 14.29  9.02 999 1011.9  24.0  25.4 999.0 99.0
98 01 07 04 309  6.0  7.7  3.72 14.29  9.22 999 1012.3  24.3  25.3 999.0 99.0
98 01 07 05 303  4.7  7.4  4.02 14.29  9.47 999 1013.0  24.1  25.3 999.0 99.0
98 01 07 06 316  5.8  7.3  3.86 14.29  9.22 999 1013.7  24.0  25.3 999.0 99.0
98 01 07 07 311  5.0  7.2  4.19 14.29  9.89 999 1014.4  23.9  25.3 999.0 99.0
98 01 07 08 314  4.7  5.9  4.07 16.67 10.00 999 1014.7  24.2  25.3 999.0 99.0
98 01 07 09 317  8.3 10.3  3.83 16.67  9.40 999 1014.8  23.8  25.3 999.0 99.0
98 01 07 10 337  6.2  8.1  3.69 14.29  9.39 999 1014.9  24.0  25.3 999.0 99.0
98 01 07 11 340  6.1  8.1  3.91 14.29  9.78 999 1014.9  23.7  25.3 999.0 99.0
98 01 07 12 338  5.4  7.3  4.09 14.29  9.81 999 1014.4  23.7  25.3 999.0 99.0
98 01 07 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 07 14  17  2.6  3.8  3.73 14.29  9.41 999 1013.8  23.5  25.3 999.0 99.0
98 01 07 15   8  6.4  8.3  3.96 14.29  9.58 999 1014.1  22.3  25.3 999.0 99.0
98 01 07 16  29  2.0  3.3  4.16 16.67 10.29 999 1014.4  23.2  25.3 999.0 99.0
98 01 07 17 334  2.3  3.8  4.18 14.29 10.08 999 1014.8  23.5  25.3 999.0 99.0
98 01 07 18 340  3.3  4.8  4.66 14.29 10.79 999 1015.5  24.0  25.3 999.0 99.0
98 01 07 19 353  4.5  5.9  3.99 14.29  9.98 999 1016.2  24.1  25.3 999.0 99.0
98 01 07 20 341  4.8  6.1  4.51 14.29 10.52 999 1016.2  24.5  25.3 999.0 99.0
98 01 07 21 357  5.3  6.9  4.22 14.29 10.07 999 1016.0  24.2  25.4 999.0 99.0
98 01 07 22   0  5.7  7.3  4.55 14.29 10.31 999 1015.7  24.5  25.4 999.0 99.0
98 01 07 23 347  6.2  7.7  3.88 14.29  9.61 999 1014.8  24.1  25.4 999.0 99.0
98 01 08 00 344  6.6  8.2  3.55 12.50  9.21 999 1013.7  23.7  25.4 999.0 99.0
98 01 08 01   6  5.4  7.0  3.60 14.29  9.25 999 1013.1  23.9  25.5 999.0 99.0
98 01 08 02   5  5.6  6.7  3.65 14.29  9.42 999 1013.0  24.1  25.4 999.0 99.0
98 01 08 03  10  4.7  6.1  3.60 14.29  9.53 999 1013.6  24.2  25.4 999.0 99.0
98 01 08 04   4  5.4  7.1  3.25 12.50  8.78 999 1014.0  24.2  25.4 999.0 99.0
98 01 08 05  26  5.4  6.7  3.41 14.29  9.30 999 1014.1  23.9  25.4 999.0 99.0
98 01 08 06  17  5.9  7.1  3.06 12.50  8.86 999 1014.5  23.9  25.3 999.0 99.0
98 01 08 07  38  5.8  6.9  3.28 12.50  9.09 999 1014.9  23.7  25.4 999.0 99.0
98 01 08 08  46  6.2  7.4  2.94 14.29  8.36 999 1014.9  23.7  25.3 999.0 99.0
98 01 08 09  50  6.0  7.6  3.03 14.29  8.40 999 1015.3  23.9  25.3 999.0 99.0
98 01 08 10  49  5.8  7.0  3.00 12.50  8.49 999 1015.3  23.7  25.3 999.0 99.0
98 01 08 11  45  5.5  7.3  2.97 14.29  8.23 999 1015.3  23.8  25.3 999.0 99.0
98 01 08 12  50  4.9  5.9  2.65 12.50  7.95 999 1014.7  23.7  25.3 999.0 99.0
98 01 08 13  51  5.4  6.8  2.80 14.29  8.41 999 1013.8  23.6  25.3 999.0 99.0
98 01 08 14  49  4.5  7.6  2.72 12.50  8.13 999 1013.7  23.6  25.3 999.0 99.0
98 01 08 15  42  4.6  5.9  2.49  9.09  7.69 999 1013.8  23.5  25.3 999.0 99.0
98 01 08 16  42  4.2  5.1  2.59 12.50  8.05 999 1014.1  23.5  25.3 999.0 99.0
98 01 08 17  46  5.2  7.5  2.48 12.50  8.01 999 1014.3  23.8  25.3 999.0 99.0
98 01 08 18  72  7.4  8.7  2.46 12.50  7.61 999 1014.9  24.2  25.3 999.0 99.0
98 01 08 19  72  6.6  8.0  2.48 12.50  7.08 999 1015.5  24.3  25.3 999.0 99.0
98 01 08 20  86  6.6  8.3  2.40 12.50  6.82 999 1015.7  24.3  25.3 999.0 99.0
98 01 08 21  89  5.9  7.3  2.37 10.00  6.79 999 1015.2  24.3  25.3 999.0 99.0
98 01 08 22  79  6.3  7.6  2.28 12.50  6.79 999 1014.8  24.2  25.3 999.0 99.0
98 01 08 23  82  5.8  7.1  2.23 12.50  6.69 999 1013.8  24.2  25.4 999.0 99.0
98 01 09 00  78  5.6  6.6  2.16 12.50  6.51 999 1012.7  24.2  25.4 999.0 99.0
98 01 09 01  81  6.1  7.3  2.35 12.50  6.75 999 1012.0  24.2  25.4 999.0 99.0
98 01 09 02  80  6.4  7.6  2.19 11.11  6.45 999 1012.1  24.3  25.4 999.0 99.0
98 01 09 03  74  6.0  7.3  2.17 12.50  6.49 999 1012.6  24.2  25.3 999.0 99.0
98 01 09 04  73  5.8  6.7  2.25 11.11  6.83 999 1012.9  24.3  25.3 999.0 99.0
98 01 09 05  80  6.0  7.2  2.19 11.11  6.71 999 1012.8  24.0  25.3 999.0 99.0
98 01 09 06  75  5.7  6.7  2.13 11.11  6.55 999 1013.3  24.1  25.3 999.0 99.0
98 01 09 07  61  5.7  7.1  2.15 11.11  6.77 999 1014.1  24.2  25.3 999.0 99.0
98 01 09 08  67  5.8  6.6  2.21 11.11  6.82 999 1014.6  24.2  25.3 999.0 99.0
98 01 09 09  70  6.0  7.6  2.22 10.00  6.87 999 1014.4  24.3  25.3 999.0 99.0
98 01 09 10  70  5.6  6.5  2.15 11.11  6.96 999 1014.5  24.4  25.3 999.0 99.0
98 01 09 11  74  5.5  6.4  2.22 11.11  6.99 999 1014.4  24.2  25.3 999.0 99.0
98 01 09 12  86  6.4  8.0  2.20 11.11  7.06 999 1014.0  24.3  25.3 999.0 99.0
98 01 09 13  89  5.8  6.8  2.21 10.00  7.15 999 1013.3  24.3  25.3 999.0 99.0
98 01 09 14  79  5.6  6.8  2.36 10.00  7.63 999 1013.1  24.4  25.3 999.0 99.0
98 01 09 15  67  6.3  7.4  2.19 16.67  7.46 999 1013.1  24.4  25.3 999.0 99.0
98 01 09 16  83  6.2  7.6  2.15 16.67  7.25 999 1013.5  24.4  25.3 999.0 99.0
98 01 09 17  93  6.3  7.5  2.11 16.67  7.02 999 1013.6  24.3  25.2 999.0 99.0
98 01 09 18  98  6.2  7.9  2.37 16.67  7.85 999 1014.0  24.7  25.2 999.0 99.0
98 01 09 19  87  6.4  7.9  2.31 16.67  7.66 999 1014.4  24.9  25.2 999.0 99.0
98 01 09 20  78  6.2  7.7  2.35 16.67  7.55 999 1014.9  24.9  25.3 999.0 99.0
98 01 09 21  76  5.9  6.9  2.28 16.67  7.46 999 1014.8  24.8  25.3 999.0 99.0
98 01 09 22  79  4.6  5.8  2.42 16.67  7.91 999 1014.4  24.9  25.3 999.0 99.0
98 01 09 23  77  4.3  5.1  2.09 16.67  7.16 999 1013.4  24.8  25.4 999.0 99.0
98 01 10 00  88  4.4  5.7  2.24 16.67  7.90 999 1012.4  24.8  25.4 999.0 99.0
98 01 10 01 102  3.7  4.5  2.30 14.29  8.05 999 1011.9  24.7  25.5 999.0 99.0
98 01 10 02 101  4.0  5.5  2.03 11.11  7.56 999 1011.9  24.6  25.5 999.0 99.0
98 01 10 03  96  2.9  3.9  2.10 16.67  7.90 999 1012.2  24.7  25.4 999.0 99.0
98 01 10 04  84  2.8  3.5  1.99 16.67  7.66 999 1012.7  24.2  25.4 999.0 99.0
98 01 10 05  55  3.5  4.5  1.88 11.11  7.33 999 1013.0  24.0  25.4 999.0 99.0
98 01 10 06  53  2.7  3.6  1.99 14.29  7.90 999 1013.5  24.0  25.3 999.0 99.0
98 01 10 07  56  3.7  4.9  1.88 12.50  7.63 999 1013.8  23.9  25.3 999.0 99.0
98 01 10 08  68  3.7  4.6  1.94 14.29  8.04 999 1013.9  23.8  25.3 999.0 99.0
98 01 10 09  71  3.9  4.9  1.91 10.00  7.99 999 1014.1  23.8  25.3 999.0 99.0
98 01 10 10  74  3.6  4.5  1.81 11.11  7.88 999 1014.1  23.7  25.2 999.0 99.0
98 01 10 11  71  3.4  4.1  1.81 14.29  7.75 999 1014.1  23.7  25.2 999.0 99.0
98 01 10 12  80  3.3  4.4  1.80 10.00  7.80 999 1013.7  23.6  25.2 999.0 99.0
98 01 10 13  65  3.3  4.3  1.78 14.29  8.11 999 1013.1  23.6  25.2 999.0 99.0
98 01 10 14  62  4.5  6.4  1.71 11.11  7.79 999 1013.2  23.6  25.2 999.0 99.0
98 01 10 15  70  5.3  6.6  1.79 14.29  7.81 999 1013.5  23.7  25.2 999.0 99.0
98 01 10 16  60  5.4  6.7  1.82 14.29  7.41 999 1014.1  23.7  25.2 999.0 99.0
98 01 10 17  71  5.3  6.6  1.65 10.00  6.66 999 1014.4  23.8  25.1 999.0 99.0
98 01 10 18  81  4.6  5.5  1.62 14.29  6.43 999 1014.9  24.0  25.1 999.0 99.0
98 01 10 19  68  4.3  5.4  1.74 14.29  7.22 999 1015.7  23.9  25.1 999.0 99.0
98 01 10 20  66  4.4  5.5  1.61 14.29  7.00 999 1016.0  24.0  25.1 999.0 99.0
98 01 10 21  60  4.4  5.3  1.58 14.29  7.37 999 1016.0  24.2  25.2 999.0 99.0
98 01 10 22  59  4.6  5.7  1.65 14.29  8.06 999 1015.6  23.9  25.2 999.0 99.0
98 01 10 23  58  4.5  5.3  1.74 12.50  8.05 999 1014.7  24.0  25.3 999.0 99.0
98 01 11 00  69  4.3  5.5  1.72 12.50  8.22 999 1014.0  23.8  25.4 999.0 99.0
98 01 11 01  50  3.7  4.9  1.69 12.50  8.28 999 1013.5  23.9  25.4 999.0 99.0
98 01 11 02  54  3.7  4.9  1.81 14.29  8.19 999 1013.6  24.5  25.3 999.0 99.0
98 01 11 03  59  4.0  4.9  1.92 14.29  8.67 999 1013.9  24.7  25.4 999.0 99.0
98 01 11 04  69  4.8  5.9  1.91 12.50  8.80 999 1014.4  24.5  25.3 999.0 99.0
98 01 11 05  60  4.7  5.9  2.06 20.00  9.45 999 1014.8  24.4  25.3 999.0 99.0
98 01 11 06  60  5.3  6.3  2.17 20.00  9.17 999 1015.5  24.5  25.3 999.0 99.0
98 01 11 07  51  6.1  7.3  2.42 20.00  9.47 999 1016.0  24.5  25.3 999.0 99.0
98 01 11 08  49  6.2  7.4  2.56 20.00  9.45 999 1016.3  24.5  25.2 999.0 99.0
98 01 11 09  52  6.5  7.9  2.85 20.00  9.95 999 1016.0  24.7  25.2 999.0 99.0
98 01 11 10  47  6.4  7.7  3.18 20.00 10.99 999 1015.8  24.3  25.2 999.0 99.0
98 01 11 11  52  6.7  7.7  3.14 16.67 10.33 999 1015.5  24.4  25.2 999.0 99.0
98 01 11 12  63  7.2  8.7  3.07 16.67  9.90 999 1014.9  24.2  25.2 999.0 99.0
98 01 11 13  70  8.2  9.9  3.03 16.67  9.44 999 1014.5  24.2  25.2 999.0 99.0
98 01 11 14  49  8.7 11.0  2.79 16.67  8.22 999 1014.7  23.8  25.2 999.0 99.0
98 01 11 15  47  6.9  8.5  3.24 16.67  9.29 999 1015.0  24.0  25.2 999.0 99.0
98 01 11 16  46  7.9  9.2  3.33 16.67  9.29 999 1015.2  24.2  25.2 999.0 99.0
98 01 11 17  58  7.1  8.5  3.44 16.67  8.90 999 1015.8  23.3  25.2 999.0 99.0
98 01 11 18  50  7.8  9.5  3.71 20.00  9.69 999 1016.4  23.6  25.2 999.0 99.0
98 01 11 19  56  8.0  9.3  3.95 16.67 10.21 999 1017.0  24.3  25.2 999.0 99.0
98 01 11 20  46  8.2  9.7  3.93 16.67  9.42 999 1017.6  23.2  25.2 999.0 99.0
